fecha_anual_esp	titulo_anual_esp	expediente_icaa	confidence	reason	title_score	titulo_icaa	fecha_estreno_icaa	url
2024-04-05	marilyn y las avispas maravillas		no encontrado	sin candidato aceptable				
2025-10-10	mario		no encontrado	sin candidato aceptable				
2024-04-20	mariquilla terremoto		no encontrado	sin candidato aceptable				
2025-05-23	marisma	106222	alta	titulo y fecha exactos	1.0	MARISMA	23/05/2025	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=106222
2025-06-24	mar menor mal mayor		no encontrado	sin candidato aceptable				
2014-07-18	marsella	102613	media	titulo fuerte; fecha cercana (4 dias)	1.0		14/07/2014	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=102613
2025-02-14	marsellesa de los borrachos		no encontrado	sin candidato aceptable				
2023-04-22	mas alla del terror		no encontrado	sin candidato aceptable				
2025-03-28	mas cinco european		no encontrado	sin candidato aceptable				
2025-09-26	maspalomas	191823	media	titulo fuerte; fecha cercana (3 dias)	1.0	MASPALOMAS	23/09/2025	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=191823
2023-07-06	mas que amor frenesi		no encontrado	sin candidato aceptable				
2022-12-09	matadero	62018	media	titulo fuerte; fecha cercana (10 dias)	1.0	MATADERO	29/11/2022	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=62018
2015-04-10	matanza		no encontrado	sin candidato aceptable				
2016-09-16	matilde coral acariciando el aire		no encontrado	sin candidato aceptable				
2023-03-24	matria avalon	212817	alta	titulo y fecha exactos	1.0	MATRIA	24/03/2023	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=212817
2017-11-18	maus		no encontrado	sin candidato aceptable				
2022-06-03	mccurry la busqueda del color		no encontrado	sin candidato aceptable				
2018-05-11	media hora		no encontrado	sin candidato aceptable				
2021-10-01	medjugorje la pelicula european		no encontrado	sin candidato aceptable				
2018-07-12	mejor verano de mi vida el se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2019-04-05	me llamo gennet rloa zsoe nreesa lpizaar asi ghuuiierndo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2016-08-05	memoria del agua	27113	media	titulo fuerte; fecha cercana (2 dias)	1.0		03/08/2016	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=27113
2025-02-20	memoria inmortal		no encontrado	sin candidato aceptable				
2022-09-07	memorias del angel caido se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2023-10-23	memorias rotas se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2025-03-13	menor de los hermanos el oscar		no encontrado	sin candidato aceptable				
2015-12-04	menudos heroes		no encontrado	sin candidato aceptable				
2025-04-01	mercenario		no encontrado	sin candidato aceptable				
2020-10-23	meseta		no encontrado	sin candidato aceptable				
2018-10-19	m esperaras		no encontrado	sin candidato aceptable				
2023-11-01	mestra la ambra		no encontrado	sin candidato aceptable				
2022-10-20	metamorphosis		no encontrado	sin candidato aceptable				
2024-08-30	metodo farrer		no encontrado	sin candidato aceptable				
2024-02-20	metralla de amor		no encontrado	sin candidato aceptable				
2023-09-30	mi barrio vallecas		no encontrado	sin candidato aceptable				
2024-05-09	micropolis		no encontrado	sin candidato aceptable				
2025-03-31	miguel hernandez		no encontrado	sin candidato aceptable				
2016-12-02	miguel picazo un cineasta extramuros		no encontrado	sin candidato aceptable				
2025-05-30	miguel velazquez el catedratico del ring moon		no encontrado	sin candidato aceptable				
2019-01-31	milicianas		no encontrado	sin candidato aceptable				
2025-01-24	miocardio	31322	media	titulo fuerte; fecha cercana (2 dias)	1.0	MIOCARDIO	22/01/2025	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=31322
2021-06-27	mi profesor		no encontrado	sin candidato aceptable				
2023-03-10	mi querida senorita		no encontrado	sin candidato aceptable				
2025-07-30	miralles	53421	media	titulo fuerte; fecha cercana (34 dias)	1.0	MIRALLES	02/09/2025	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=53421
2025-05-21	mirande		no encontrado	sin candidato aceptable				
2018-11-30	miriam miente paco		no encontrado	sin candidato aceptable				
2021-12-03	mironins la pelicula		no encontrado	sin candidato aceptable				
2025-03-21	misericordia		no encontrado	sin candidato aceptable				
2023-09-29	mision a marte		no encontrado	sin candidato aceptable				
2018-04-06	miss dali els		no encontrado	sin candidato aceptable				
2018-11-23	misterio del padre pio el european		no encontrado	sin candidato aceptable				
2016-11-11	mi valle		no encontrado	sin candidato aceptable				
2019-12-10	moira		no encontrado	sin candidato aceptable				
2025-12-03	molino		no encontrado	sin candidato aceptable				
2023-12-06	momonsters la pelicula notorious		no encontrado	sin candidato aceptable				
2017-05-12	money		no encontrado	sin candidato aceptable				
2020-10-29	monica naranjo la huella de la pantera		no encontrado	sin candidato aceptable				
2025-09-18	montserrat entre la roca y el conflicto		no encontrado	sin candidato aceptable				
2024-10-26	montserrat integral 107		no encontrado	sin candidato aceptable				
2020-09-16	monumental		no encontrado	sin candidato aceptable				
2025-05-15	morente barcelona		no encontrado	sin candidato aceptable				
2017-10-06	morir		no encontrado	sin candidato aceptable				
2021-08-20	moros y cristianos		no encontrado	sin candidato aceptable				
2025-02-07	mucha mierda	11622	alta	titulo y fecha exactos	1.0	MUCHA MIERDA	07/02/2025	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=11622
2018-10-05	mudar la piel margenes		no encontrado	sin candidato aceptable				
2023-12-29	muerte de un ciclista		no encontrado	sin candidato aceptable				
2016-01-14	muerte en la alcarria		no encontrado	sin candidato aceptable				
2025-09-28	muerte tenia un precio		no encontrado	sin candidato aceptable				
2019-05-24	muga deitzen da pauso		no encontrado	sin candidato aceptable				
2020-10-23	mujer con unas alas tremendas		no encontrado	sin candidato aceptable				
2019-01-18	mujeres de coque malla		no encontrado	sin candidato aceptable				
2020-10-23	mujeres de cristal		no encontrado	sin candidato aceptable				
2021-06-24	mujeres de sal hombres de humo		no encontrado	sin candidato aceptable				
2023-06-09	mujeres olvidadas	81319	alta	titulo y fecha exactos	1.0	MUJERES OLVIDADAS	09/06/2023	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=81319
2020-12-11	mujer ilegal		no encontrado	sin candidato aceptable				
2022-09-27	mundo de jacques demy		no encontrado	sin candidato aceptable				
2012-06-22	mundo es nuestro		no encontrado	sin candidato aceptable				
2022-03-18	mundo es vuestro el entertainment	20922	alta	titulo y fecha exactos	1.0	EL MUNDO ES VUESTRO	18/03/2022	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=20922
2025-06-12	munequita linda		no encontrado	sin candidato aceptable				
2017-11-17	murillo el ultimo viaje		no encontrado	sin candidato aceptable				
2019-05-09	musica en las manos jesus lopez cobos		no encontrado	sin candidato aceptable				
2024-08-14	musical de los 80 a los 90 el maravillas		no encontrado	sin candidato aceptable				
2025-04-11	muy lejos		no encontrado	sin candidato aceptable				
2020-12-11	my mexican bretzel avalon se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2020-11-20	mystery of the pink flamingo the versus		no encontrado	sin candidato aceptable				
2023-06-30	nacer por nacer		no encontrado	sin candidato aceptable				
2014-12-12	nacido en gaza	145714	alta	titulo y fecha exactos	1.0		12/12/2014	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=145714
2021-03-26	nacion	177620	media	titulo fuerte; fecha cercana (5 dias)	1.0	NACIÓN	21/03/2021	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=177620
2025-05-21	nada		no encontrado	sin candidato aceptable				
2022-03-03	nanas de la cebolla		no encontrado	sin candidato aceptable				
2020-11-13	nanga parbat la montana desnuda		no encontrado	sin candidato aceptable				
2022-08-25	nannys night the		no encontrado	sin candidato aceptable				
2023-06-09	nato 0 el origen del mal		no encontrado	sin candidato aceptable				
2023-05-12	naturaleza de lo extraordinario		no encontrado	sin candidato aceptable				
2023-07-27	naturaleza muerta sexy sadie		no encontrado	sin candidato aceptable				
2025-09-05	naufrafados os		no encontrado	sin candidato aceptable				
2015-03-13	negociador		no encontrado	sin candidato aceptable				
2023-06-04	negociadores los como construir la paz		no encontrado	sin candidato aceptable				
2025-06-07	negro liimbo		no encontrado	sin candidato aceptable				
2022-03-25	negros los european		no encontrado	sin candidato aceptable				
2025-06-06	negro tiene nombre		no encontrado	sin candidato aceptable				
2025-10-27	nena		no encontrado	sin candidato aceptable				
2021-10-20	neskatoak		no encontrado	sin candidato aceptable				
2021-04-29	nicaragua patria libre para vivir		no encontrado	sin candidato aceptable				
2022-10-29	nightclubbing the birth of punk rock in nyc		no encontrado	sin candidato aceptable				
2016-07-29	night watchman la mina the		no encontrado	sin candidato aceptable				
2024-05-10	nina	103721	media	titulo fuerte; fecha cercana (2 dias)	1.0	NINA	08/05/2024	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=103721
2025-04-11	nina de la cabra la avalon		no encontrado	sin candidato aceptable				
2020-09-04	ninas		no encontrado	sin candidato aceptable				
2025-05-27	ninas de arena		no encontrado	sin candidato aceptable				
2018-05-11	ninato margenes		no encontrado	sin candidato aceptable				
2025-02-13	noah		no encontrado	sin candidato aceptable				
2021-11-19	noche		no encontrado	sin candidato aceptable				
2025-10-28	noche del terror	240925	revisar	titulo fuerte; fecha distinta o ausente	1.0	NOCHE DEL TERROR	26/03/2026	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=240925
2022-10-19	no es bueno que el hombre este solo		no encontrado	sin candidato aceptable				
2015-10-02	no estamos solos	62914	alta	titulo y fecha exactos	1.0		02/10/2015	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=62914
2025-11-13	no estas loca		no encontrado	sin candidato aceptable				
2021-11-02	no hay nadie		no encontrado	sin candidato aceptable				
2021-12-10	no hay piedad para los condenados		no encontrado	sin candidato aceptable				
2021-09-03	nora		no encontrado	sin candidato aceptable				
2025-01-17	norbert		no encontrado	sin candidato aceptable				
2021-06-17	no se apaguen las estrellas		no encontrado	sin candidato aceptable				
2018-10-18	nosotros		no encontrado	sin candidato aceptable				
2022-06-17	nosotros no nos mataremos con pistolas		no encontrado	sin candidato aceptable				
2024-06-28	nos parecia importante		no encontrado	sin candidato aceptable				
2025-06-04	nos va la marcha		no encontrado	sin candidato aceptable				
2011-04-29	no tengas miedo		no encontrado	sin candidato aceptable				
2017-05-25	no un cuento flamenco		no encontrado	sin candidato aceptable				
2015-11-06	novatos		no encontrado	sin candidato aceptable				
2018-03-02	nove de novembro		no encontrado	sin candidato aceptable				
2015-12-11	novia		no encontrado	sin candidato aceptable				
2015-12-11	novia la s 1e9 r7e5a llizaa ssigpuainean ddoe eflr carnitceor ieon d ceo sloemr anas cinematograficas e		no encontrado	sin candidato aceptable				
2025-02-06	noviembre		no encontrado	sin candidato aceptable				
2022-07-22	novio para mi mujer		no encontrado	sin candidato aceptable				
2025-06-21	nubes y claros		no encontrado	sin candidato aceptable				
2024-09-06	nueva tierra		no encontrado	sin candidato aceptable				
2021-11-19	nueve sevillas		no encontrado	sin candidato aceptable				
2022-09-30	objetos		no encontrado	sin candidato aceptable				
2025-03-11	ocana retrato intermitente		no encontrado	sin candidato aceptable				
2021-03-18	occidente		no encontrado	sin candidato aceptable				
2020-09-18	ofrenda		no encontrado	sin candidato aceptable				
2015-12-11	o futebol		no encontrado	sin candidato aceptable				
2016-11-18	oh quina joia		no encontrado	sin candidato aceptable				
2021-12-01	ojala manana		no encontrado	sin candidato aceptable				
2019-07-19	ojos negros		no encontrado	sin candidato aceptable				
2025-11-21	olivia y el terremoto invisible		no encontrado	sin candidato aceptable				
2016-05-06	olivo		no encontrado	sin candidato aceptable				
2016-05-06	olivo el entertainment		no encontrado	sin candidato aceptable				
2022-06-30	olvidados		no encontrado	sin candidato aceptable				
2021-03-26	olvido y leon		no encontrado	sin candidato aceptable				
2021-06-25	ombligo		no encontrado	sin candidato aceptable				
2021-02-12	ombligo de guie dani		no encontrado	sin candidato aceptable				
2016-11-18	omega		no encontrado	sin candidato aceptable				
2016-11-18	omega avalon		no encontrado	sin candidato aceptable				
2024-06-28	on the go jur		no encontrado	sin candidato aceptable				
2019-03-22	onyx los reyes del grial european		no encontrado	sin candidato aceptable				
2023-07-25	operacion brooklyn		no encontrado	sin candidato aceptable				
2025-06-19	orandi		no encontrado	sin candidato aceptable				
2018-09-28	oreina		no encontrado	sin candidato aceptable				
2017-11-09	oro		no encontrado	sin candidato aceptable				
2020-09-14	oro rojo		no encontrado	sin candidato aceptable				
2022-04-08	orquesta terrestre		no encontrado	sin candidato aceptable				
2023-05-25	orrit		no encontrado	sin candidato aceptable				
2024-09-13	os reviento the		no encontrado	sin candidato aceptable				
2025-10-09	otros		no encontrado	sin candidato aceptable				
2018-07-05	out of plastics		no encontrado	sin candidato aceptable				
2019-01-25	overbooking		no encontrado	sin candidato aceptable				
2020-11-13	pacifico sur las otras guerras colombianas		no encontrado	sin candidato aceptable				
2014-10-24	paco de lucia busqueda		no encontrado	sin candidato aceptable				
2025-02-21	padres		no encontrado	sin candidato aceptable				
2018-02-19	palabra justa		no encontrado	sin candidato aceptable				
2018-02-19	palabra justa la se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2021-10-29	palabra maldita		no encontrado	sin candidato aceptable				
2020-11-13	palabras para un fin del mundo imagine		no encontrado	sin candidato aceptable				
2025-04-14	palo		no encontrado	sin candidato aceptable				
2021-09-16	palomos		no encontrado	sin candidato aceptable				
2023-09-08	panda contra aliens		no encontrado	sin candidato aceptable				
2025-02-11	pantalones a la luna		no encontrado	sin candidato aceptable				
2021-11-05	panteras		no encontrado	sin candidato aceptable				
2025-12-05	papeles		no encontrado	sin candidato aceptable				
2017-09-01	parada en el infierno		no encontrado	sin candidato aceptable				
2022-11-04	para entrar a vivir		no encontrado	sin candidato aceptable				
2022-05-14	para que sirven las canciones de amor		no encontrado	sin candidato aceptable				
2022-02-25	parasceve retrato de una semana santa european		no encontrado	sin candidato aceptable				
2019-12-13	parking		no encontrado	sin candidato aceptable				
2024-12-12	parque		no encontrado	sin candidato aceptable				
2022-02-18	pasajera		no encontrado	sin candidato aceptable				
2025-05-07	pascual duarte		no encontrado	sin candidato aceptable				
2021-09-09	pasion por el cine trio musical		no encontrado	sin candidato aceptable				
2021-10-01	pasion segun pep amores		no encontrado	sin candidato aceptable				
2022-06-25	passion		no encontrado	sin candidato aceptable				
2017-07-07	pastor		no encontrado	sin candidato aceptable				
2020-11-27	pa tras ni pa tomar impulso		no encontrado	sin candidato aceptable				
2017-06-09	patria		no encontrado	sin candidato aceptable				
2021-05-02	patrimonio nacional		no encontrado	sin candidato aceptable				
2023-05-26	pecera		no encontrado	sin candidato aceptable				
2022-07-26	pedra i oli		no encontrado	sin candidato aceptable				
2024-02-14	pelicula del hierro y la nieve		no encontrado	sin candidato aceptable				
2024-10-09	peluquero romantico		no encontrado	sin candidato aceptable				
2018-09-14	penelope		no encontrado	sin candidato aceptable				
2021-11-24	penitencia		no encontrado	sin candidato aceptable				
2023-11-17	people fuck you know cineand		no encontrado	sin candidato aceptable				
2024-09-06	pepi fandango moon		no encontrado	sin candidato aceptable				
2017-01-29	pepi luci bom y otras chicas del monton		no encontrado	sin candidato aceptable				
2019-04-26	pequena suiza la entertainment		no encontrado	sin candidato aceptable				
2025-06-17	pequeno peon		no encontrado	sin candidato aceptable				
2016-12-02	perdido		no encontrado	sin candidato aceptable				
2020-02-07	perdido lo		no encontrado	sin candidato aceptable				
2022-07-26	pere joan		no encontrado	sin candidato aceptable				
2019-03-22	peret yo soy la rumba		no encontrado	sin candidato aceptable				
2019-12-05	perseides les		no encontrado	sin candidato aceptable				
2023-02-17	persona humana phoenix		no encontrado	sin candidato aceptable				
2017-04-14	pessoa lisboa		no encontrado	sin candidato aceptable				
2018-10-19	petra		no encontrado	sin candidato aceptable				
2022-02-04	petra de san jose european		no encontrado	sin candidato aceptable				
2018-10-19	petra sdeo srealiza siguiendo el criterio de semanas cinematograficas margenes		no encontrado	sin candidato aceptable				
2020-12-18	pica pica musical especial navidad		no encontrado	sin candidato aceptable				
2022-06-17	pico reja phoenix		no encontrado	sin candidato aceptable				
2021-12-12	piedra patria		no encontrado	sin candidato aceptable				
2021-12-12	piedra patria se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2021-05-21	piel del volcan la		no encontrado	sin candidato aceptable				
2017-10-20	piel fria		no encontrado	sin candidato aceptable				
2024-11-15	piezas maravillas		no encontrado	sin candidato aceptable				
2015-09-18	pikadero		no encontrado	sin candidato aceptable				
2025-03-28	piko pala		no encontrado	sin candidato aceptable				
2022-10-20	pim pam pum fuego		no encontrado	sin candidato aceptable				
2019-03-14	pionero		no encontrado	sin candidato aceptable				
2020-07-24	piramides murcianas		no encontrado	sin candidato aceptable				
2016-12-23	pixi post y los genios de navidad		no encontrado	sin candidato aceptable				
2018-12-03	placido		no encontrado	sin candidato aceptable				
2026-01-19	placido avalon		no encontrado	sin candidato aceptable				
2021-11-28	planeta		no encontrado	sin candidato aceptable				
2020-01-31	planeta 5000 cosmo		no encontrado	sin candidato aceptable				
2023-07-13	plata quemada		no encontrado	sin candidato aceptable				
2022-09-06	platillos volantes		no encontrado	sin candidato aceptable				
2021-10-08	platon		no encontrado	sin candidato aceptable				
2015-10-09	playa de los ahogados		no encontrado	sin candidato aceptable				
2018-06-23	pocoyo tu primera pelicula		no encontrado	sin candidato aceptable				
2016-06-03	politica manual de instrucciones		no encontrado	sin candidato aceptable				
2016-11-25	pols		no encontrado	sin candidato aceptable				
2024-11-15	polvo seran se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2022-08-12	por los pelos		no encontrado	sin candidato aceptable				
2023-04-04	por un punado de dolares		no encontrado	sin candidato aceptable				
2018-09-13	posible y lo necesario lo		no encontrado	sin candidato aceptable				
2021-06-01	post mortem		no encontrado	sin candidato aceptable				
2016-03-18	pregon		no encontrado	sin candidato aceptable				
2023-02-14	prima angelica la se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2024-10-15	primavera		no encontrado	sin candidato aceptable				
2019-05-01	primera cita		no encontrado	sin candidato aceptable				
2021-12-10	primera mujer		no encontrado	sin candidato aceptable				
2011-02-04	primos		no encontrado	sin candidato aceptable				
2024-01-15	procura da estrela a		no encontrado	sin candidato aceptable				
2017-06-02	promesa		no encontrado	sin candidato aceptable				
2015-10-30	propaganda game the		no encontrado	sin candidato aceptable				
2024-11-03	protagonistes		no encontrado	sin candidato aceptable				
2016-10-21	proxima piel		no encontrado	sin candidato aceptable				
2020-10-02	puedes oirme paco		no encontrado	sin candidato aceptable				
2016-04-29	punta del iceberg		no encontrado	sin candidato aceptable				
2025-12-12	queer me		no encontrado	sin candidato aceptable				
2019-02-09	que he hecho yo para merecer esto 1984		no encontrado	sin candidato aceptable				
2014-10-10	queridos monstruos		no encontrado	sin candidato aceptable				
2022-11-25	que sabemos lo		no encontrado	sin candidato aceptable				
2025-11-11	que se avecina evento especial		no encontrado	sin candidato aceptable				
2024-11-15	que se sepa		no encontrado	sin candidato aceptable				
2024-12-05	quien es quien		no encontrado	sin candidato aceptable				
2025-09-06	quieres salir puedes entrar		no encontrado	sin candidato aceptable				
2021-03-20	quince		no encontrado	sin candidato aceptable				
2016-06-03	quizas		no encontrado	sin candidato aceptable				
2022-09-10	rabia kontra la makina		no encontrado	sin candidato aceptable				
2022-11-25	ramona		no encontrado	sin candidato aceptable				
2024-03-22	rapa		no encontrado	sin candidato aceptable				
2022-06-28	raphaelismo		no encontrado	sin candidato aceptable				
2022-06-15	raymond roussel el dia de gloria		no encontrado	sin candidato aceptable				
2021-04-04	rebeldes del nom		no encontrado	sin candidato aceptable				
2018-09-24	rebel the		no encontrado	sin candidato aceptable				
2007-11-23	rec		no encontrado	sin candidato aceptable				
2022-12-16	reflejos mortales sheridan s		no encontrado	sin candidato aceptable				
2025-07-29	refugios de papel		no encontrado	sin candidato aceptable				
2023-01-27	regreso a raqqa		no encontrado	sin candidato aceptable				
2018-10-29	reina arte entre latidos		no encontrado	sin candidato aceptable				
2017-03-16	reina de la zarzuela		no encontrado	sin candidato aceptable				
2024-04-17	reina mora		no encontrado	sin candidato aceptable				
2018-09-28	reino		no encontrado	sin candidato aceptable				
2024-09-24	reir cantar tal vez llorar		no encontrado	sin candidato aceptable				
2017-10-09	remo a		no encontrado	sin candidato aceptable				
2019-11-15	renacidos el padre pio cambio sus vidas european		no encontrado	sin candidato aceptable				
2021-03-18	reportero		no encontrado	sin candidato aceptable				
2025-05-16	requiem for a tribe		no encontrado	sin candidato aceptable				
2015-06-04	requisitos para ser una persona normal		no encontrado	sin candidato aceptable				
2025-01-21	reset capitulo 1 ulpotha		no encontrado	sin candidato aceptable				
2024-06-07	respira mama		no encontrado	sin candidato aceptable				
2024-09-22	restoration the		no encontrado	sin candidato aceptable				
2024-11-29	restos del pasar los les		no encontrado	sin candidato aceptable				
2023-04-22	retablo de las maravillas apuntes para una pelicula sobre el quijote		no encontrado	sin candidato aceptable				
2021-05-27	retorno el la vida despues del isis		no encontrado	sin candidato aceptable				
2016-05-27	retrato de aida		no encontrado	sin candidato aceptable				
2016-02-05	reverso		no encontrado	sin candidato aceptable				
2024-06-13	revoltosa		no encontrado	sin candidato aceptable				
2025-06-13	rider		no encontrado	sin candidato aceptable				
2017-04-06	rigoletto		no encontrado	sin candidato aceptable				
2023-11-10	rioja la tierra de los mil vinos		no encontrado	sin candidato aceptable				
2023-05-13	ritos sexuales del diablo		no encontrado	sin candidato aceptable				
2018-10-25	robe bienvenidos al temporal		no encontrado	sin candidato aceptable				
2015-04-22	robles duelo al sol		no encontrado	sin candidato aceptable				
2024-12-13	rock bottom avalon		no encontrado	sin candidato aceptable				
2019-10-31	rodriguez y el mas alla los european		no encontrado	sin candidato aceptable				
2025-11-20	rojo clavel		no encontrado	sin candidato aceptable				
2020-09-09	rol rol		no encontrado	sin candidato aceptable				
2020-12-11	rosalinda		no encontrado	sin candidato aceptable				
2016-11-25	rotas		no encontrado	sin candidato aceptable				
2025-12-13	rotspanier los esclavos espanoles del nazismo		no encontrado	sin candidato aceptable				
2020-10-19	rubens el espectaculo de la vida		no encontrado	sin candidato aceptable				
2025-11-28	ruido		no encontrado	sin candidato aceptable				
2021-06-04	rural cops		no encontrado	sin candidato aceptable				
2018-04-19	rusa		no encontrado	sin candidato aceptable				
2025-10-24	ruta vol 2 ibiza		no encontrado	sin candidato aceptable				
2022-12-09	sabater d ordis		no encontrado	sin candidato aceptable				
2017-09-01	sabates grosses		no encontrado	sin candidato aceptable				
2021-11-05	sacar a la luz la memoria de las artistas rapadas		no encontrado	sin candidato aceptable				
2016-07-22	sacramento		no encontrado	sin candidato aceptable				
2024-03-19	sagrada familia		no encontrado	sin candidato aceptable				
2016-01-15	salir de casa		no encontrado	sin candidato aceptable				
2024-07-21	salon		no encontrado	sin candidato aceptable				
2024-04-12	salto		no encontrado	sin candidato aceptable				
2017-06-09	salvacion		no encontrado	sin candidato aceptable				
2021-03-09	salvador dali diarios de juventud		no encontrado	sin candidato aceptable				
2023-04-20	salvador segui historia de un anarcosindicalista		no encontrado	sin candidato aceptable				
2022-05-06	salvajes el cuento del lobo		no encontrado	sin candidato aceptable				
2022-06-09	salvar tenerife		no encontrado	sin candidato aceptable				
2024-10-02	salvaxe salvaxe se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2022-06-21	sandedro		no encontrado	sin candidato aceptable				
2025-12-03	sangre sudor y alegria		no encontrado	sin candidato aceptable				
2025-10-24	san simon		no encontrado	sin candidato aceptable				
2016-05-27	santa fiesta		no encontrado	sin candidato aceptable				
2019-03-22	sant marti		no encontrado	sin candidato aceptable				
2020-10-15	santos inocentes		no encontrado	sin candidato aceptable				
2015-12-15	santuaris de l antifranquisme		no encontrado	sin candidato aceptable				
2018-04-19	sanz lo que fui es lo que soy avalon		no encontrado	sin candidato aceptable				
2016-11-11	sarasate el rey del violin		no encontrado	sin candidato aceptable				
2017-06-02	sasha		no encontrado	sin candidato aceptable				
2024-10-04	saturno les		no encontrado	sin candidato aceptable				
2024-11-20	sau la memoria sumergida		no encontrado	sin candidato aceptable				
2017-11-03	saura		no encontrado	sin candidato aceptable				
2015-11-01	second act of elliott murphy the		no encontrado	sin candidato aceptable				
2022-09-06	secreto del doctor grinberg		no encontrado	sin candidato aceptable				
2023-05-06	secta siniestra		no encontrado	sin candidato aceptable				
2023-11-17	secundarias		no encontrado	sin candidato aceptable				
2025-05-09	secundarias moon		no encontrado	sin candidato aceptable				
2025-12-03	seduccion de caos		no encontrado	sin candidato aceptable				
2015-10-09	segundo origen		no encontrado	sin candidato aceptable				
2021-12-02	segundos fuera		no encontrado	sin candidato aceptable				
2025-05-29	sekeleka ciudad refugio		no encontrado	sin candidato aceptable				
2019-02-01	semana santa		no encontrado	sin candidato aceptable				
2024-02-14	sembrando suenos enciende		no encontrado	sin candidato aceptable				
2023-04-18	sender barayon viaje hacia la luz		no encontrado	sin candidato aceptable				
2025-05-15	senor llevame pronto		no encontrado	sin candidato aceptable				
2025-11-14	sense filtres		no encontrado	sin candidato aceptable				
2020-10-30	sentimental		no encontrado	sin candidato aceptable				
2023-10-06	septiembre		no encontrado	sin candidato aceptable				
2025-07-14	se quien eres		no encontrado	sin candidato aceptable				
2024-06-07	sergi mingote k2 invernal		no encontrado	sin candidato aceptable				
2018-04-20	sergio serguei		no encontrado	sin candidato aceptable				
2013-09-27	serrat y sabina el simbolo y el cuate		no encontrado	sin candidato aceptable				
2024-02-15	sexo drogas rock n roll y politica instituto santamarca 1975 1985		no encontrado	sin candidato aceptable				
2016-06-03	sexo maracas y chuhuahuas		no encontrado	sin candidato aceptable				
2023-02-24	shooting for mirza margenes		no encontrado	sin candidato aceptable				
2023-05-19	sica		no encontrado	sin candidato aceptable				
2020-07-17	siempre es otono phoenix		no encontrado	sin candidato aceptable				
2021-06-10	siempre jueves		no encontrado	sin candidato aceptable				
2023-06-20	siete mesas de billar frances		no encontrado	sin candidato aceptable				
2017-03-10	signo de caronte		no encontrado	sin candidato aceptable				
2014-01-17	sigo siendo		no encontrado	sin candidato aceptable				
2025-11-15	silencio		no encontrado	sin candidato aceptable				
2024-06-08	silencio antes de bach		no encontrado	sin candidato aceptable				
2020-01-01	silencio del pantano el entertainment		no encontrado	sin candidato aceptable				
2018-02-18	silencio roto		no encontrado	sin candidato aceptable				
2021-06-03	sindrome inverso de ebenezer scrooge		no encontrado	sin candidato aceptable				
2025-01-10	sinel moon		no encontrado	sin candidato aceptable				
2018-10-31	sin fin		no encontrado	sin candidato aceptable				
2023-01-18	sinfonia por un nuevo mundo		no encontrado	sin candidato aceptable				
2023-11-10	singla		no encontrado	sin candidato aceptable				
2018-06-14	singled		no encontrado	sin candidato aceptable				
2021-12-03	sin limite		no encontrado	sin candidato aceptable				
2018-04-20	sin miedo		no encontrado	sin candidato aceptable				
2018-05-31	sin novedad		no encontrado	sin candidato aceptable				
2022-03-09	sinsombrero		no encontrado	sin candidato aceptable				
2019-12-20	sin techo		no encontrado	sin candidato aceptable				
2022-11-17	sintiendolo mucho avalon		no encontrado	sin candidato aceptable				
